name;modelo;link;price;km;ciudad
Kia Cerato Kia Cerato Vivro 1.6 L Mt 2021  0 Km.;2021;https://carro.mercadolibre.com.co/MCO-551631423-kia-cerato-vivro-16-l-mt-2021-0-km-_JM#position=8&type=item&tracking_id=8932024d-482d-4976-85f7-b1694a50f5d6;75790000;0;Cali
Kia Cerato Forte 1.6;2013;https://carro.mercadolibre.com.co/MCO-612164584-kia-cerato-forte-2013-16-_JM#position=9&type=item&tracking_id=8932024d-482d-4976-85f7-b1694a50f5d6;32500000;121878;Cali
Kia Cerato Cerato Vivro;2021;https://carro.mercadolibre.com.co/MCO-551032294-kia-cerato-vivro-mt-16l-2021-0-km-_JM#position=10&type=item&tracking_id=8932024d-482d-4976-85f7-b1694a50f5d6;75790000;0;Cali
Kia Cerato Pro 1.6l;2013;https://carro.mercadolibre.com.co/MCO-610802442-kia-cerato-pro-2013-16l-_JM#position=11&type=item&tracking_id=8932024d-482d-4976-85f7-b1694a50f5d6;34900000;96000;Cali
Kia Cerato Pro 1.6l;2016;https://carro.mercadolibre.com.co/MCO-603459725-kia-cerato-pro-1600-modelo-2016-_JM#position=12&type=item&tracking_id=8932024d-482d-4976-85f7-b1694a50f5d6;40500000;65000;Cali
Kia Cerato Forte 1.6;2011;https://carro.mercadolibre.com.co/MCO-610037172-kia-cerato-forte-2011-16-_JM#position=13&type=item&tracking_id=8932024d-482d-4976-85f7-b1694a50f5d6;28500000;112000;Cali
Kia Cerato Forte 1.6;2012;https://carro.mercadolibre.com.co/MCO-606709814-kia-cerato-forte-2012-16-_JM#position=14&type=item&tracking_id=8932024d-482d-4976-85f7-b1694a50f5d6;30800000;87000;Cali
Kia Cerato Pro 1.6l;2015;https://carro.mercadolibre.com.co/MCO-612163206-kia-cerato-pro-2015-16l-_JM#position=15&type=item&tracking_id=8932024d-482d-4976-85f7-b1694a50f5d6;41500000;56808;Cali
Kia Cerato Pro 1.6l;2014;https://carro.mercadolibre.com.co/MCO-613110936-kia-cerato-pro-modelo-2014-_JM#position=16&type=item&tracking_id=8932024d-482d-4976-85f7-b1694a50f5d6;23000000;100000;Cali
Kia Cerato Pro 1.6l;2016;https://carro.mercadolibre.com.co/MCO-613031131-kia-cerato-pro-2016-16l-_JM#position=17&type=item&tracking_id=8932024d-482d-4976-85f7-b1694a50f5d6;46000000;68500;Cali
Kia Cerato Pro 1.6l;2014;https://carro.mercadolibre.com.co/MCO-612608859-kia-cerato-pro-2014-16l-_JM#position=18&type=item&tracking_id=8932024d-482d-4976-85f7-b1694a50f5d6;39500000;73634;Cali
Kia Cerato Forte 1.6;2012;https://carro.mercadolibre.com.co/MCO-608969550-kia-cerato-forte-2012-16-_JM#position=19&type=item&tracking_id=8932024d-482d-4976-85f7-b1694a50f5d6;29800000;106000;Cali
Kia Cerato Forte 1.6;2012;https://carro.mercadolibre.com.co/MCO-611710057-kia-cerato-forte-2012-16-_JM#position=20&type=item&tracking_id=8932024d-482d-4976-85f7-b1694a50f5d6;32000000;78500;Palmira
Kia Cerato Forte 1.6;2012;https://carro.mercadolibre.com.co/MCO-611489814-kia-cerato-forte-full-modelo-2012-_JM#position=21&type=item&tracking_id=8932024d-482d-4976-85f7-b1694a50f5d6;32000000;78000;Palmira
Kia Cerato 1.6;2014;https://carro.mercadolibre.com.co/MCO-612978757-kia-cerato-2014-16-_JM#position=22&type=item&tracking_id=8932024d-482d-4976-85f7-b1694a50f5d6;35900000;95000;Tuluá
Kia Cerato Forte 1.6;2011;https://carro.mercadolibre.com.co/MCO-611272853-kia-cerato-forte-2011-16-_JM#position=23&type=item&tracking_id=8932024d-482d-4976-85f7-b1694a50f5d6;29000000;126000;Bugalagrande
Kia Cerato Pro Ex 1.6;2015;https://carro.mercadolibre.com.co/MCO-611352383-kia-cerato-pro-ex-16-_JM#position=24&type=item&tracking_id=8932024d-482d-4976-85f7-b1694a50f5d6;38000000;76650;Palmira
Kia Cerato Forte 1.6;2012;https://carro.mercadolibre.com.co/MCO-608659319-kia-cerato-forte-2012-16-_JM#position=25&type=item&tracking_id=8932024d-482d-4976-85f7-b1694a50f5d6;28000000;106;Jamundí
Kia Cerato Pro 1.6l;2014;https://carro.mercadolibre.com.co/MCO-608943022-kia-cerato-pro-2014-16l-_JM#position=26&type=item&tracking_id=8932024d-482d-4976-85f7-b1694a50f5d6;37000000;94000;Cali
Kia Cerato Forte 1.6;2013;https://carro.mercadolibre.com.co/MCO-610486745-kia-cerato-forte-2013-16-_JM#position=27&type=item&tracking_id=8932024d-482d-4976-85f7-b1694a50f5d6;32000000;60000;Yumbo
Kia Cerato Forte 1.6;2015;https://carro.mercadolibre.com.co/MCO-602337644-kia-cerato-forte-2015-16-_JM#position=28&type=item&tracking_id=8932024d-482d-4976-85f7-b1694a50f5d6;34800000;50000;Cali
Kia Cerato Koup 2.0l;2016;https://carro.mercadolibre.com.co/MCO-603947200-kia-cerato-koup-2016-20l-_JM#position=29&type=item&tracking_id=8932024d-482d-4976-85f7-b1694a50f5d6;45000000;86000;Cali
Ford Fiesta Se;2012;https://carro.mercadolibre.com.co/MCO-609841281-ford-fiesta-16-sportback-_JM#position=1&type=item&tracking_id=5c9335de-efff-44d7-8b7b-cc24306e7dda;25500000;103000;Cali
Ford Fiesta 1.6 Hatchback;2013;https://carro.mercadolibre.com.co/MCO-607339046-ford-fiesta-_JM#position=2&type=item&tracking_id=5c9335de-efff-44d7-8b7b-cc24306e7dda;31000000;82269;Cali
Ford Fiesta Se;2011;https://carro.mercadolibre.com.co/MCO-597436610-ford-fiesta-cc1600-modelo-2011-_JM#position=3&type=item&tracking_id=5c9335de-efff-44d7-8b7b-cc24306e7dda;26500000;86350;Cali
Ford Fiesta Sedan;2014;https://carro.mercadolibre.com.co/MCO-611484232-ford-fiesta-sedan-_JM#position=4&type=item&tracking_id=5c9335de-efff-44d7-8b7b-cc24306e7dda;32000000;80000;Cali
Ford Fiesta Se;2019;https://carro.mercadolibre.com.co/MCO-612979190-ford-fiesta-se-_JM#position=5&type=item&tracking_id=5c9335de-efff-44d7-8b7b-cc24306e7dda;44900000;18095;El Cerrito
Ford Fiesta 1.6 Sportback;2011;https://carro.mercadolibre.com.co/MCO-611759505-ford-2011-_JM#position=6&type=item&tracking_id=5c9335de-efff-44d7-8b7b-cc24306e7dda;25500000;112000;Cali
Ford Fiesta 1.6 Hatchback Titanium;2015;https://carro.mercadolibre.com.co/MCO-611696495-ford-fiesta-2015-16-hatchback-titanium-_JM#position=7&type=item&tracking_id=5c9335de-efff-44d7-8b7b-cc24306e7dda;35000000;56000;Cali
Ford Fiesta 1.6 Hatchback;2011;https://carro.mercadolibre.com.co/MCO-612673210-ford-fiesta-2011-16-hatchback-_JM#position=8&type=item&tracking_id=5c9335de-efff-44d7-8b7b-cc24306e7dda;25800000;90000;Cali
Ford Fiesta 1.6 Power;2003;https://carro.mercadolibre.com.co/MCO-611443883-ford-fiesta-2003-16-power-_JM#position=9&type=item&tracking_id=5c9335de-efff-44d7-8b7b-cc24306e7dda;10500000;200000;Cali
Ford Fiesta 1.6 Sportback Titanium;2016;https://carro.mercadolibre.com.co/MCO-608986662-ford-fiesta-16-sportback-titanium-_JM#position=10&type=item&tracking_id=5c9335de-efff-44d7-8b7b-cc24306e7dda;42000000;38300;Cali
Ford Fiesta 1.2 Lx;1997;https://carro.mercadolibre.com.co/MCO-612068936-ford-fiesta-1997-12-lx-_JM#position=11&type=item&tracking_id=5c9335de-efff-44d7-8b7b-cc24306e7dda;7000000;809968;Buga
Ford Fiesta 1.6 Hatchback Se;2015;https://carro.mercadolibre.com.co/MCO-611175485-ford-fiesta-2015-16-hatchback-se-_JM#position=12&type=item&tracking_id=5c9335de-efff-44d7-8b7b-cc24306e7dda;32000000;68300;Cali
Ford Fiesta 1.6 Sportback Titanium;2016;https://carro.mercadolibre.com.co/MCO-608744560-ford-fiesta-titanium-modelo-2016-_JM#position=13&type=item&tracking_id=5c9335de-efff-44d7-8b7b-cc24306e7dda;39000000;83000;Cali
Ford Fiesta 1.6 Hatchback Se;2016;https://carro.mercadolibre.com.co/MCO-610765652-ford-fiesta-2016-16-hatchback-se-_JM#position=14&type=item&tracking_id=5c9335de-efff-44d7-8b7b-cc24306e7dda;34500000;64430;Cali
Ford Fiesta 1.6 Sportback Titanium;2015;https://carro.mercadolibre.com.co/MCO-609956374-ford-fiesta-2015-16-sportback-titanium-_JM#position=15&type=item&tracking_id=5c9335de-efff-44d7-8b7b-cc24306e7dda;35500000;65000;Cali
Ford Fiesta 1.6 Sportback Titanium;2015;https://carro.mercadolibre.com.co/MCO-612407080-ford-fiesta-2015-16-sportback-titanium-_JM#position=16&type=item&tracking_id=5c9335de-efff-44d7-8b7b-cc24306e7dda;35000000;63000;Cali
